ep (ms);Acc_x;Acc_y;Acc_z;Gyro_x;Gyro_y;Gyro_z;ID;Label;Category;Set
2019-01-11 15:40:15.000;-0.3575;0.8895;-0.3755;-120.122;-10.756;-144.024;B;ohp;heavy;87
2019-01-11 15:40:15.200;-0.428;0.8686666666666666;-0.3196666666666667;-96.098;-219.148;3.878;B;ohp;heavy;87
2019-01-11 15:40:15.400;-0.489;0.9635;-0.3115;-401.466;-60.268.545;140.732;B;ohp;heavy;87
2019-01-11 15:40:15.600;-0.355;0.9129999999999999;-0.15066666666666667;-251.218;-102.438;25.549;B;ohp;heavy;87
2019-01-11 15:40:15.800;-0.2855;1.044;-0.0595;-11.817;-162.076;97.804;B;ohp;heavy;87
2019-01-11 15:40:16.000;-0.3866666666666667;-172.430.678;-0.10733333333333334;-1.456.519.167;480.976;-266.584;B;ohp;heavy;87
2019-01-11 15:40:16.200;-0.377;0.9075;-0.2695;432.074;1.974.366.206;1.158.344.702;B;ohp;heavy;87
2019-01-11 15:40:16.400;-0.36200000000000004;0.806;-0.39399999999999996;4.378;-130.856;-0.6341999999999999;B;ohp;heavy;87
2019-01-11 15:40:16.600;-0.3685;0.8335;-0.4535;-316.952;-8.305;193.292;B;ohp;heavy;87
2019-01-11 15:40:16.800;-0.251;0.7283333333333334;-0.21266666666666667;-66.866;52.802;367.438;B;ohp;heavy;87
2019-01-11 15:40:17.000;-0.16249999999999998;0.6965;-0.137;15.122;-89.148;95.974;B;ohp;heavy;87
2019-01-11 15:40:17.200;-0.17700000000000002;0.9706666666666667;-0.128;42.318;-45.244;56.096;B;ohp;heavy;87
2019-01-11 15:40:17.400;-0.16599999999999998;0.9635;-0.16849999999999998;22.684;631.824.389;-163.416;B;ohp;heavy;87
2019-01-11 15:40:17.600;-0.16066666666666665;0.5933333333333334;-0.145;951.803.903;91.586;-320.732;B;ohp;heavy;87
2019-01-11 15:40:17.800;-0.39649999999999996;0.9475;-0.3505;304.758;-172.081.151;-1.544.949.758;B;ohp;heavy;87
2019-01-11 15:40:18.000;-0.36866666666666664;0.8663333333333334;-0.43133333333333335;60.242;-0.2559999999999998;0.5241999999999998;B;ohp;heavy;87
2019-01-11 15:40:18.200;-0.38;0.8035000000000001;-0.41800000000000004;-176.218;-116.952;80.242;B;ohp;heavy;87
2019-01-11 15:40:18.400;-0.4023333333333334;0.9500000000000001;-0.31766666666666665;-408.658;-42.196;87.804;B;ohp;heavy;87
2019-01-11 15:40:18.600;-0.3315;0.9655;-0.22150000000000003;-361.584;-12.573;180.244;B;ohp;heavy;87
2019-01-11 15:40:18.800;-0.264;0.9446666666666665;-0.08533333333333333;-13.756;-189.144;805.474.306;B;ohp;heavy;87
2019-01-11 15:40:19.000;-0.29000000000000004;12.435;-0.075;4.805;87.072;-89.268;B;ohp;heavy;87
2019-01-11 15:40:19.200;-0.335;1.638.525.611;-0.12366666666666666;756.586;298.904;-167.686;B;ohp;heavy;87
2019-01-11 15:40:19.400;-0.33699999999999997;0.868;-0.3125;230.122;-112.438;-205.366;B;ohp;heavy;87
2019-01-11 15:40:19.600;-0.3713333333333333;0.8086666666666668;-0.3866666666666667;104.268;-46.342;-37.926;B;ohp;heavy;87
2019-01-11 15:40:19.800;-0.401;0.774;-0.3235;-70.732;-740.384.767;61.706;B;ohp;heavy;87
2019-01-11 15:40:20.000;-0.35766666666666663;0.8406666666666666;-0.39799999999999996;-240.366;-179.756;1.625.399.293;B;ohp;heavy;87
2019-01-11 15:40:20.200;-0.20900000000000002;0.8280000000000001;-0.159;-837.074;241.708;254.514;B;ohp;heavy;87
2019-01-11 15:40:20.400;-0.17166666666666666;0.8109999999999999;-0.13366666666666668;317.318;-54.148;-430.858.238;B;ohp;heavy;87
2019-01-11 15:40:20.600;-0.21350000000000002;0.911;-0.158;97.928;-76.342;120.488;B;ohp;heavy;87
2019-01-11 15:40:20.800;-0.15433333333333332;0.9580000000000001;-0.16733333333333333;-113.416;1.331.601.409;-40.366;B;ohp;heavy;87
2019-01-11 15:40:21.000;-0.183;0.9515;-0.1345;0.30500000000000005;-112.318;-134.268;B;ohp;heavy;87
2019-01-11 15:40:21.200;-0.21133333333333335;0.7953333333333333;-0.11966666666666666;27.439;-414.961.665;-18.061;B;ohp;heavy;87
2019-01-11 15:40:21.400;-0.2715;0.7150000000000001;-0.1415;65.366;153.416;-44.683;B;ohp;heavy;87
2019-01-11 15:40:21.600;-0.3893333333333333;0.7983333333333333;-0.284;311.466;11.342;72.926;B;ohp;heavy;87
2019-01-11 15:40:21.800;-0.4245;0.897;-0.32;-187.928;-131.464;119.636;B;ohp;heavy;87
2019-01-11 15:40:22.000;-0.41533333333333333;0.9596666666666667;-0.22866666666666666;-43.561;-188.538;610.488.319;B;ohp;heavy;87
2019-01-11 15:40:22.200;-0.372;800.174.078;-0.036500000000000005;-450.366;-238.778;20.134;B;ohp;heavy;87
2019-01-11 15:40:22.400;-0.29433333333333334;-1.059.845.461;0.055;-209.024;-18.512;-419.778.558;B;ohp;heavy;87
2019-01-11 15:40:22.600;-0.3285;-360.742.914;0.128;-2.055.636.991;23.195;-8.622;B;ohp;heavy;87
2019-01-11 15:40:22.800;-0.3396666666666666;0.9550000000000001;-0.0046666666666666705;789.144;1.762.836.482;-31.317;B;ohp;heavy;87
2019-01-11 15:40:23.000;-0.347;0.855;-0.22249999999999998;28.244;12.134;-237.804;B;ohp;heavy;87
2019-01-11 15:40:23.200;-0.4693333333333333;0.8146666666666667;-0.32066666666666666;11.561;1.366;0.18300000000000008;B;ohp;heavy;87
2019-01-11 15:40:23.400;-0.472;0.8185;-0.3535;-255.366;0.8904;0.9998000000000002;B;ohp;heavy;87
2019-01-11 15:40:23.600;-0.40066666666666667;0.8146666666666667;-0.2806666666666667;-316.342;-867.553.282;221.464;B;ohp;heavy;87
2019-01-11 15:40:23.800;-0.3195;0.753;-0.179;-1.281.073.148;-133.536;334.268;B;ohp;heavy;87
2019-01-11 15:40:24.000;-0.247;0.8266666666666667;-0.12333333333333334;-334.754;-40.122;-939.274.238;B;ohp;heavy;87
2019-01-11 15:40:24.200;-0.159;0.9235;-0.1815;162.806;-0.5001999999999996;1.177.501.703;B;ohp;heavy;87
2019-01-11 15:40:24.400;-0.238;0.8726666666666666;-0.16333333333333333;156.987.390;-832.282.627;-68.904;B;ohp;heavy;87
2019-01-11 15:40:24.600;-0.1915;0.6475;-0.1765;457.926;230.694.917;-176.464;B;ohp;heavy;87
2019-01-11 15:40:24.800;-0.30866666666666664;0.8109999999999999;-0.32966666666666666;189.634;1.464.401.924;-54.024;B;ohp;heavy;87
2019-01-11 15:40:25.000;-0.3095;0.868;-0.381;-1.396.690.942;-945.750.009;4.805;B;ohp;heavy;87
2019-01-11 15:40:25.200;-0.304;0.9420000000000001;-0.34099999999999997;-150.976;-71.584;298.536;B;ohp;heavy;87
2019-01-11 15:40:25.400;-0.244;-173.412.351;-0.3045;-40.134;-16.366;359.146;B;ohp;heavy;87
2019-01-11 15:40:25.600;-0.12366666666666666;739.068.585;-0.2173333333333333;-62.074;-32.817;134.876;B;ohp;heavy;87
2019-01-11 15:40:25.800;-0.0865;0.9774999999999999;-0.0495;-21.138;-1.528.980.822;0.1423333333333332;B;ohp;heavy;87
2019-01-11 15:41:25.000;-0.15466666666666665;564.761.942;-0.04733333333333334;107.196;-0.35360000000000014;-186.462;A;ohp;heavy;39
2019-01-11 15:41:25.200;-0.2375;1.039;-0.025500000000000002;175.852;99.146;-49.39;A;ohp;heavy;39
2019-01-11 15:41:25.400;-0.318;0.828;-0.07266666666666667;44.878;5.5;-61.342;A;ohp;heavy;39
2019-01-11 15:41:25.600;-0.3435;0.883;-0.104;-111.464;0.5122;73.416;A;ohp;heavy;39
2019-01-11 15:41:25.800;-0.316;0.9086666666666666;-0.06333333333333334;-138.416;-1.561;22.061;A;ohp;heavy;39
2019-01-11 15:41:26.000;-0.2175;0.772;-0.0305;-372.793.342;14.514;379.998;A;ohp;heavy;39
2019-01-11 15:41:26.200;-0.133;0.8333333333333334;-0.104;110.364;-94.634;-139.388;A;ohp;heavy;39
2019-01-11 15:41:26.400;-0.1625;0.7125;-0.114;412.194;-55.246;-195.974;A;ohp;heavy;39
2019-01-11 15:41:26.600;-0.2383333333333333;0.7703333333333333;-0.18700000000000003;-2.695;-8.695;-113.658;A;ohp;heavy;39
2019-01-11 15:41:26.800;-0.306;0.9275;-0.14850000000000002;-316.342;-98.172;77.684;A;ohp;heavy;39
2019-01-11 15:41:27.000;-0.25833333333333336;1.203.828.053;0.009666666666666665;-471.952;-167.926;362.074;A;ohp;heavy;39
2019-01-11 15:41:27.200;-0.1845;13.205;0.153;53.902;-44.146;282.926;A;ohp;heavy;39
2019-01-11 15:41:27.400;-0.05266666666666667;0.9143333333333334;0.07766666666666666;57.562;-344.965.123;58.292;A;ohp;heavy;39
2019-01-11 15:41:27.600;-0.087;2.030.137.343;0.11850000000000001;0.6585999999999999;-72.196;-268.658;A;ohp;heavy;39
2019-01-11 15:41:27.800;-0.22633333333333336;-883.575.468;0.052;528.414;186.586;-447.562;A;ohp;heavy;39
2019-01-11 15:41:28.000;-0.301;0.882;-0.08399999999999999;-8.073;-56.708;-132.684;A;ohp;heavy;39
2019-01-11 15:41:28.200;-0.28200000000000003;0.8433333333333333;-0.059;-238.782;72.316;38.048;A;ohp;heavy;39
2019-01-11 15:41:28.400;-0.2865;0.8905000000000001;0.0175;-101.096;43.414;332.682;A;ohp;heavy;39
2019-01-11 15:41:28.600;-0.14566666666666667;0.7633333333333333;0.010333333333333333;10.805;-125.002;38.183;A;ohp;heavy;39
2019-01-11 15:41:28.800;-0.1265;0.8975;-0.029;206.586;-26.342;-167.926;A;ohp;heavy;39
2019-01-11 15:41:29.000;-0.15133333333333332;0.7213333333333333;-0.10966666666666668;322.436;-64.514;-341.098;A;ohp;heavy;39
2019-01-11 15:41:29.200;-0.2485;0.8315;-0.2005;33.902;-2.075.631.617;-100.364;A;ohp;heavy;39
2019-01-11 15:41:29.400;-0.289;0.919;-0.159;-169.878;-73.904;7.366;A;ohp;heavy;39
2019-01-11 15:41:29.600;-0.27449999999999997;1.022;-0.053500000000000006;-406.462;-157.896.706;307.682;A;ohp;heavy;39
2019-01-11 15:41:29.800;-0.18633333333333332;1.674.564.950;0.024666666666666667;1.444.319.230;-2.143.887.365;20.939;A;ohp;heavy;39
2019-01-11 15:41:30.000;-0.091;0.9375;0.0475;14.012;-237.162.495;-1.616.142.332;A;ohp;heavy;39
2019-01-11 15:41:30.200;-0.168;1.682.593.111;0.08166666666666667;-371.706;-841.121.787;714.477.570;A;ohp;heavy;39
2019-01-11 15:41:30.400;-0.23249999999999998;11.315;0.173;440.608;119.268;-455.002;A;ohp;heavy;39
2019-01-11 15:41:30.600;-0.3336666666666666;0.9046666666666666;0.004666666666666662;40.939;195.732;-28.902;A;ohp;heavy;39
2019-01-11 15:41:30.800;-0.345;0.8815;-0.11699999999999999;277.766.149;41.586;1.317;A;ohp;heavy;39
2019-01-11 15:41:31.000;-0.2936666666666667;0.9049999999999999;-0.11099999999999999;-749.117.436;16.218;185.976;A;ohp;heavy;39
2019-01-11 15:41:31.200;-0.2015;0.917;-0.015;-1.987.911.677;11.222;496.342;A;ohp;heavy;39
2019-01-11 15:41:31.400;-0.11833333333333333;0.7106666666666667;-0.005333333333333331;1.911.369.727;-9.695;-109.634;A;ohp;heavy;39
2019-01-11 15:41:31.600;-0.14950000000000002;0.9249999999999999;0.030499999999999996;265.854;-97.194;-146.584;A;ohp;heavy;39
2019-01-11 15:41:31.800;-0.19133333333333336;0.725;-0.09433333333333332;255.978;-1.645.830.139;-34.622;A;ohp;heavy;39
2019-01-11 15:41:32.000;-0.30400000000000005;0.8454999999999999;-0.123;8.573;-113.052;-812.490.747;A;ohp;heavy;39
2019-01-11 15:41:32.200;-0.3213333333333333;0.9533333333333335;-0.10266666666666667;-27.061;-129.756;115.488;A;ohp;heavy;39
2019-01-11 15:41:32.400;-0.3085;1.155;-0.0565;-32.317;-376.057.854;250.612;A;ohp;heavy;39
2019-01-11 15:41:32.600;-0.26066666666666666;1.818.809.685;0.063;183.902;2.008.727.554;0.9026;A;ohp;heavy;39
2019-01-11 15:41:32.800;-0.16649999999999998;0.7669999999999999;-0.0015000000000000005;-81.098;-0.7562;176.464;A;ohp;heavy;39
2019-01-11 15:41:33.000;-0.17266666666666666;594.823.850;0.074;-165.854;-1.279.791.105;-49.514;A;ohp;heavy;39
2019-01-11 15:41:33.200;-0.278;11.895;0.0615;446.464;127.804;-486.464;A;ohp;heavy;39
2019-01-11 15:41:33.400;-0.35033333333333333;0.8996666666666666;-0.076;-1.220.431.873;34.268;-1.182.437.375;A;ohp;heavy;39
2019-01-11 15:41:33.600;-0.35;0.845;-0.124;-67.682;-0.8296000000000001;-63.262.719;A;ohp;heavy;39
2019-01-11 15:41:33.800;-0.332;0.8696666666666667;-0.078;-127.928;-11.832;169.512;A;ohp;heavy;39
2019-01-11 15:41:34.000;-0.27549999999999997;0.9105000000000001;-0.0205;1.582.030.845;124.756;403.416;A;ohp;heavy;39
2019-01-11 15:41:34.200;-0.14066666666666666;0.7576666666666667;-0.04833333333333333;82.194;-61.342;120.854;A;ohp;heavy;39
2019-01-11 15:41:34.400;-0.16899999999999998;0.8825000000000001;0.019000000000000003;232.074;-112.076;-204.268;A;ohp;heavy;39
2019-01-11 15:41:34.600;-0.17500000000000002;0.746;-0.07166666666666667;26.573;296.247.295;-238.658;A;ohp;heavy;39
2019-01-11 15:41:34.800;-0.263;0.87;-0.152;163.658;-15.608;-26.464;A;ohp;heavy;39
2019-01-11 15:41:35.000;-0.296;0.94;-0.18800000000000003;-16.622;-372.150.274;143.904;A;ohp;heavy;39
2019-01-11 15:41:35.200;-0.276;936.390.655;-0.07;-336.952;-1.391.874.050;18.878;A;ohp;heavy;39
2019-01-11 15:41:35.400;-0.23866666666666667;937.372.332;-0.03333333333333333;-785.465.349;-27.316;1.482.334.205;A;ohp;heavy;39
2019-01-11 15:41:35.600;-0.155;0.8105;0.0405;104.388;0.02420000000000002;81.828;A;ohp;heavy;39
2019-01-11 15:41:35.800;-0.18733333333333335;1.682.593.111;-0.016333333333333335;-26.098;19.024;-1.818.288.127;A;ohp;heavy;39
2019-01-11 15:41:36.000;-0.243;1.213;-0.009499999999999998;144.756;-2.097.623.038;1.651.001.343;A;ohp;heavy;39
2019-01-11 15:41:36.200;-0.329;0.8606666666666666;-0.05733333333333334;296.247.295;13.134;-25.561;A;ohp;heavy;39
2019-01-11 15:41:36.400;-0.362;0.8135;-0.076;83.902;0.24359999999999998;47.562;A;ohp;heavy;39
2019-01-11 15:41:36.600;-0.37166666666666665;0.8813333333333334;-0.11633333333333333;-34.512;49.756;10.817;A;ohp;heavy;39
2019-01-11 15:41:36.800;-0.351;0.906;-0.0905;-70.486;-1.108.738.051;-1.663.389.698;A;ohp;heavy;39
2019-01-11 15:41:37.000;-0.2826666666666667;0.9033333333333333;-0.049999999999999996;-14.256;1.845.739.523;365.242;A;ohp;heavy;39
2019-01-11 15:41:37.200;-0.1605;0.802;-0.046;69.514;-54.146;225.854;A;ohp;heavy;39
2019-01-11 15:41:37.400;-0.13733333333333334;0.8753333333333333;-0.042333333333333334;404.286.122;0.122;165.829.291;A;ohp;heavy;39
2019-01-11 15:42:43.400;-0.136;0.986;-0.053;-429.875;-0.7317499999999999;0.21350000000000002;B;ohp;heavy;52
2019-01-11 15:42:43.600;-0.16499999999999998;0.956;-0.006999999999999999;-886.829.054;429.801.467;-2.195;B;ohp;heavy;52
2019-01-11 15:42:43.800;-0.157;0.9443333333333334;0.011666666666666667;3.317;-9.512;-593.297.410;B;ohp;heavy;52
2019-01-11 15:42:44.000;-0.1555;0.8480000000000001;0.001;61.952;-2.768;43.536;B;ohp;heavy;52
2019-01-11 15:42:44.200;-0.20366666666666666;1.157.709.825;0.051333333333333335;43.904;2.817;-81.952;B;ohp;heavy;52
2019-01-11 15:42:44.400;-0.31;11.155;-0.1245;-526.350.335;269.878;-577.684;B;ohp;heavy;52
2019-01-11 15:42:44.600;-0.2823333333333333;0.765;-0.246;62.804;72.438;-39.756;B;ohp;heavy;52
2019-01-11 15:42:44.800;-0.3245;0.8714999999999999;-0.33399999999999996;-412.562;-47.806;6.817;B;ohp;heavy;52
2019-01-11 15:42:45.000;-0.251;0.7833333333333333;-0.103;-735.854;-72.072;371.342;B;ohp;heavy;52
2019-01-11 15:42:45.200;-0.176;0.6905;0.011000000000000003;146.708;-121.096;244.756;B;ohp;heavy;52
2019-01-11 15:42:45.400;-0.13499999999999998;0.9733333333333333;0.040333333333333325;-106.832;-1.147.265.028;-238.985.215;B;ohp;heavy;52
2019-01-11 15:42:45.600;-0.1345;0.9584999999999999;0.08499999999999999;97.196;-2.244;5.561;B;ohp;heavy;52
2019-01-11 15:42:45.800;-0.158;0.956;0.08366666666666667;60.122;-21.828;238.985.215;B;ohp;heavy;52
2019-01-11 15:42:46.000;-0.1365;0.956;0.035500000000000004;98.782;-42.804;-2.114.158.589;B;ohp;heavy;52
2019-01-11 15:42:46.200;-0.12866666666666668;0.9249999999999999;-0.011666666666666665;-2.101.530.626;-111.342;-95.732;B;ohp;heavy;52
2019-01-11 15:42:46.400;-0.10500000000000001;0.6495;-0.08750000000000001;491.098;167.682;-240.854;B;ohp;heavy;52
2019-01-11 15:42:46.600;-0.237;0.9206666666666666;-0.242;35.573;-19.878;-67.684;B;ohp;heavy;52
2019-01-11 15:42:46.800;-0.2225;0.8325;-0.35250000000000004;87.196;-4.683;-57.194;B;ohp;heavy;52
2019-01-11 15:42:47.000;-0.30466666666666664;0.8983333333333334;-0.3363333333333333;-49.878;-5.195;-659.398.653;B;ohp;heavy;52
2019-01-11 15:42:47.200;-0.28600000000000003;0.9555;-0.28600000000000003;-400.976;-10.378;62.928;B;ohp;heavy;52
2019-01-11 15:42:47.400;-0.27799999999999997;-1.081.879.212;-0.19533333333333333;-440.854;-12.549;22.195;B;ohp;heavy;52
2019-01-11 15:42:47.600;-0.2125;-1.419.431.937;0.0055;277.766.149;-126.828;133.416;B;ohp;heavy;52
2019-01-11 15:42:47.800;-0.23466666666666666;1.600.435.542;-0.11466666666666665;-1.078.581.247;20.939;-289.026;B;ohp;heavy;52
2019-01-11 15:42:48.000;-0.294;0.9470000000000001;-0.27149999999999996;29.195;4.061;-264.392;B;ohp;heavy;52
2019-01-11 15:42:48.200;-0.32466666666666666;0.7986666666666666;-0.2816666666666667;-212.316;-127.316;-86.828;B;ohp;heavy;52
2019-01-11 15:42:48.400;-0.32;0.8260000000000001;-0.2215;-315.002;172.072;153.656;B;ohp;heavy;52
2019-01-11 15:42:48.600;-0.297;0.8443333333333333;-0.12633333333333333;-325.974;-127.928;199.268;B;ohp;heavy;52
2019-01-11 15:42:48.800;-0.1865;0.89;0.014499999999999999;-179.024;-1.248.432.130;463.658;B;ohp;heavy;52
2019-01-11 15:42:49.000;-0.085;0.8493333333333334;-0.03;186.706;-32.682;34.024;B;ohp;heavy;52
2019-01-11 15:42:49.200;-0.068;0.9675;-0.056499999999999995;-688.578.559;220.889.089;-0.1342;B;ohp;heavy;52
2019-01-11 15:42:49.400;-0.09100000000000001;0.985;-0.02;-0.8902000000000001;497.762.302;0.3658;B;ohp;heavy;52
2019-01-11 15:42:49.600;-0.079;0.963;-0.011;-10.612;1.951.719.422;-0.5363999999999998;B;ohp;heavy;52
2019-01-11 15:42:49.800;-0.10533333333333333;0.9503333333333334;-0.009;-28.294;-25.976;-68.902;B;ohp;heavy;52
2019-01-11 15:42:50.000;-0.112;1.769.746.431;-0.0004999999999999996;113.414;-56.098;-1.730.117.627;B;ohp;heavy;52
2019-01-11 15:42:50.200;-0.10666666666666667;0.9273333333333333;-0.04533333333333334;-89.636;-119.144;-142.804;B;ohp;heavy;52
2019-01-11 15:42:50.400;-0.14150000000000001;0.73;0.0;422.804;94.024;-240.244;B;ohp;heavy;52
2019-01-11 15:42:50.600;-0.22266666666666668;0.842;-0.16466666666666666;276.218;87.562;-20.878;B;ohp;heavy;52
2019-01-11 15:42:50.800;-0.266;0.9065000000000001;-0.27849999999999997;16.939;-115.366;-92.562;B;ohp;heavy;52
2019-01-11 15:42:51.000;-0.35333333333333333;0.9216666666666667;-0.2743333333333333;79.512;39.146;-44.512;B;ohp;heavy;52
2019-01-11 15:42:51.200;-0.374;0.9325;-0.3045;-73.172;1.156.358.139;1.913.446.403;B;ohp;heavy;52
2019-01-11 15:42:51.400;-0.34800000000000003;0.8846666666666666;-0.26;-37.683;-93.296;44.634;B;ohp;heavy;52
2019-01-11 15:42:51.600;-0.361;1.049;-0.195;-21.695;-10.244;303.294;B;ohp;heavy;52
2019-01-11 15:42:51.800;-0.23066666666666666;0.9276666666666668;-0.04966666666666667;-213.782;-115.002;147.928;B;ohp;heavy;52
2019-01-11 15:42:52.000;-0.1845;1.011;0.026;-117.074;-11.805;108.414;B;ohp;heavy;52
2019-01-11 15:42:52.200;-0.2376666666666667;1.534.334.294;-0.005;1.784.608.769;233.902;-218.782;B;ohp;heavy;52
2019-01-11 15:42:52.400;-0.3025;0.976;-0.235;336.078.847;163.292;-349.514;B;ohp;heavy;52
2019-01-11 15:42:52.600;-0.324;0.8313333333333333;-0.3486666666666667;4.122;-118.416;-97.076;B;ohp;heavy;52
2019-01-11 15:42:52.800;-0.3695;0.8085;-0.384;-269.146;0.4756;123.416;B;ohp;heavy;52
2019-01-11 15:42:53.000;-0.3113333333333333;0.8763333333333333;-0.21933333333333335;-472.316;2.097.623.038;276.462;B;ohp;heavy;52
2019-01-11 15:42:53.200;-0.16799999999999998;0.739;-0.0325;-285.854;-10.317;404.026;B;ohp;heavy;52
2019-01-11 15:42:53.400;-0.10666666666666667;0.8889999999999999;-0.038;79.392;-14.758;-889.290.745;B;ohp;heavy;52
2019-01-11 15:42:53.600;-0.1145;0.887;-0.053500000000000006;6.756;1.079.988.223;-77.318;B;ohp;heavy;52
2019-01-11 15:42:53.800;-0.11199999999999999;0.6589999999999999;-0.08066666666666666;554.024;15.0;-326.096;B;ohp;heavy;52
2019-01-11 15:42:54.000;-0.33199999999999996;0.9545;-0.2175;269.634;-71.828;-235.976;B;ohp;heavy;52
2019-01-11 15:42:54.200;-0.33499999999999996;0.8623333333333333;-0.291;43.902;-122.316;-5.256;B;ohp;heavy;52
2019-01-11 15:42:54.400;-0.4385;0.8875;-0.248;-18.11;-11.584;-1.548.857.343;B;ohp;heavy;52
2019-01-11 15:42:54.600;-0.455;0.983;-0.25733333333333336;-38.622;-184.634;340.974;B;ohp;heavy;52
2019-01-11 15:42:54.800;-0.33799999999999997;1.009;-0.07250000000000001;-17.439;-102.194;345.974;B;ohp;heavy;52
2019-01-11 15:42:55.000;-0.26366666666666666;-1.164.036.779;-0.09000000000000001;164.878;171.462;-56.954;B;ohp;heavy;52
2019-01-11 15:42:55.200;-0.3305;1.972.064.254;-0.20800000000000002;515.732;228.708.350;-250.368;B;ohp;heavy;52
2019-01-11 15:42:55.400;-0.30266666666666664;0.8300000000000001;-0.25533333333333336;104.388;9.317;-209.514;B;ohp;heavy;52
2019-01-11 15:42:55.600;-0.33;0.795;-0.326;117.438;-257.974.267;66.650.117;B;ohp;heavy;52
2019-01-11 15:42:55.800;-0.34933333333333333;0.8626666666666667;-0.35366666666666663;-243.414;-40.366;40.366;B;ohp;heavy;52
2019-01-11 15:42:56.000;-0.317;0.883;-0.24100000000000002;-40.317;-225.854;21.939;B;ohp;heavy;52
2019-01-11 15:42:56.200;-0.20299999999999999;0.7559999999999999;-0.11466666666666665;-215.612;-113.778;38.439;B;ohp;heavy;52
2019-01-11 15:42:56.400;-0.134;0.883;-0.057499999999999996;1.778.032.643;-1.439.502.337;14.388;B;ohp;heavy;52
2019-01-11 15:42:56.600;-0.14933333333333332;0.976;-0.04833333333333333;32.682;-4.073;34.512;B;ohp;heavy;52
2019-01-11 15:42:56.800;-0.136;0.9864999999999999;-0.0615;755.228.667;-42.194;23.902;B;ohp;heavy;52
2019-01-11 15:42:57.000;-0.13566666666666669;0.9620000000000001;-0.06066666666666667;306.692.099;-0.7928000000000001;14.756;B;ohp;heavy;52
2019-01-11 15:42:57.200;-0.129;0.952;-0.0405;-860.659.710;104.754;-90.488;B;ohp;heavy;52
2019-01-11 15:42:57.400;-0.14733333333333334;0.7383333333333333;-0.137;463.902;-92.072;-165.852;B;ohp;heavy;52
2019-01-11 15:42:57.600;-0.20450000000000002;0.8365;-0.16749999999999998;185.978;177.074;-27.256;B;ohp;heavy;52
2019-01-11 15:42:57.800;-0.29933333333333334;0.8796666666666667;-0.329;335.976;-170.978;-881.000.444;B;ohp;heavy;52
2019-01-11 15:42:58.000;-0.373;0.8805000000000001;-0.35550000000000004;10.444.804;47.318;76.584;B;ohp;heavy;52
2019-01-11 15:42:58.200;-0.30133333333333334;0.899;-0.37399999999999994;1.878.548.477;-135.244;178.294;B;ohp;heavy;52
2019-01-11 15:42:58.400;-0.2855;10.155;-0.249;-56.988;-195.486;206.342;B;ohp;heavy;52
2019-01-11 15:42:58.600;-0.19666666666666666;-713.282.902;-0.04733333333333334;-317.438;-208.414;667.758.590;B;ohp;heavy;52
2019-01-11 15:42:58.800;-0.21;1.341;0.024499999999999997;366.828;23.866;-156.987.390;B;ohp;heavy;52
2019-01-11 15:42:59.000;-0.248;1.032;-0.13533333333333333;541.586;137.072;-384.268;B;ohp;heavy;52
2019-01-11 15:42:59.200;-0.32799999999999996;0.8285;-0.27949999999999997;275.366;6.244;-95.852;B;ohp;heavy;52
2019-01-11 15:42:59.400;-0.3383333333333333;0.8079999999999999;-0.34099999999999997;630.767.617;57.810.941;-6.756;B;ohp;heavy;52
2019-01-11 15:42:59.600;-0.374;0.8325;-0.38649999999999995;-20.256;-74.024;1.236.975.617;B;ohp;heavy;52
2019-01-11 15:42:59.800;-0.34099999999999997;0.8993333333333333;-0.27033333333333337;-406.344;-14.634;200.854;B;ohp;heavy;52
2019-01-11 15:43:00.000;-0.20800000000000002;0.8534999999999999;-0.0765;-371.952;-0.1828000000000003;-1.261.764.607;B;ohp;heavy;52
2019-01-11 15:43:00.200;-0.11866666666666666;0.7703333333333333;-0.07033333333333333;-0.3171999999999997;14.634;-1.108.627.457;B;ohp;heavy;52
2019-01-11 15:43:00.400;-0.199;1.002;0.028999999999999998;161.584;-103.414;-59.512;B;ohp;heavy;52
2019-01-11 15:43:00.600;-0.15966666666666665;0.742;-0.07533333333333332;268.902;-0.5243999999999998;-31.512;B;ohp;heavy;52
2019-01-11 15:43:00.800;-0.208;0.757;-0.2105;373.414;80.244;-166.218;B;ohp;heavy;52
2019-01-11 15:43:01.000;-0.29733333333333334;0.875;-0.25633333333333336;20.5;-0.2927999999999997;-0.8903999999999996;B;ohp;heavy;52
2019-01-11 15:43:01.200;-0.4225;0.961;-0.27549999999999997;-28.0;-13.744;61.586;B;ohp;heavy;52
2019-01-11 15:43:01.400;-0.33433333333333337;49.957.547;-0.20166666666666666;-488.536;-206.096;334.756;B;ohp;heavy;52
2019-01-11 15:43:01.600;-0.16749999999999998;-37.195.774;-0.105;65.990.655;1.616.650.225;366.586;B;ohp;heavy;52
2019-01-11 15:43:01.800;-0.10233333333333333;-2.029.417.813;-0.027333333333333334;-1.134;-1.549.238.268;3.646;B;ohp;heavy;52
2019-01-11 15:43:02.000;-0.095;0.988;-0.017;3.567;-17.985;105.185;B;ohp;heavy;52
2019-01-11 15:44:01.200;-0.07;0.988;0.015;41.706;0.378;61.098;A;ohp;heavy;58
2019-01-11 15:44:01.400;-0.054;0.9644999999999999;-0.0014999999999999996;507.404.290;-1.616.142.332;0.48779999999999984;A;ohp;heavy;58
