ep (ms),Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,ID,Exercise,Category,Set,Acc_x_normalized,Acc_y_normalized,Acc_z_normalized,Gyro_x_normalized,Gyro_y_normalized,Gyro_z_normalized,Acc_x_normalized_discretized,Acc_y_normalized_discretized,Acc_z_normalized_discretized,Gyro_x_normalized_discretized,Gyro_y_normalized_discretized,Gyro_z_normalized_discretized
2019-01-11 15:08:08.400,-0.011,0.850666666666667,-0.094333333333333,12.0852,-0.3536,-5.4024,B,bench,heavy,30.0,0.09013987427608458,0.7522105373306128,0.3146853146853147,0.6078857101332288,0.4454577920967748,0.49623024438170793,0.10714285714285714,0.75,0.3214285714285714,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:08.600,-0.0525,1.025,-0.0375,-6.5366,-0.7194,0.3414,B,bench,heavy,30.0,0.09013949668443827,0.8069376863914612,0.34875124875124863,0.5621688796187457,0.44458918578012147,0.4965229219067696,0.10714285714285714,0.8214285714285714,0.3214285714285714,0.5357142857142857,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:08.800,-0.065,0.955333333333333,-0.025333333333333,1.2684,-3.0246,-1.2318,B,bench,heavy,30.0,0.09013938295201467,0.7850677549311985,0.3560439560439561,0.5813302851845633,0.4391153987895551,0.49644275889927864,0.10714285714285714,0.75,0.3214285714285714,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:09.000,-0.0535,0.9655,-0.0385,4.866,-2.0486,2.061,B,bench,heavy,30.0,0.09013948758584438,0.7882592999529117,0.348151848151848,0.5901624533669573,0.4414329487213583,0.4966105447822346,0.10714285714285714,0.8214285714285714,0.3214285714285714,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:09.200,-0.040666666666667,0.99,-0.034,2.8538,-2.939,1.8656,B,bench,heavy,30.0,0.09013960435113261,0.7959504002511378,0.3508491508491507,0.5852224687059018,0.43931865931636077,0.49660058810052615,0.10714285714285714,0.8214285714285714,0.3214285714285714,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:09.400,-0.0475,0.961,-0.0425,2.1586,-1.512,0.3902,B,bench,heavy,,0.09013954217740769,0.7868466488777272,0.3457542457542456,0.5835157410762597,0.44270712627607717,0.4965254085294276,0.10714285714285714,0.8214285714285714,0.3214285714285714,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:09.600,-0.054,0.946333333333333,-0.068,2.1586,2.7194,-3.8658,B,bench,heavy,30.0,0.09013948303654742,0.7822424527808297,0.3304695304695303,0.5835157410762597,0.4527547500275446,0.49630854242220557,0.10714285714285714,0.75,0.3214285714285714,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:09.800,-0.0535,0.7685,-0.091,26.8048,11.8292,-22.305,B,bench,heavy,30.0,0.09013948758584438,0.7264165751059488,0.31668331668331656,0.6440225743698218,0.474386324175845,0.49536896593623525,0.10714285714285714,0.75,0.3214285714285714,0.6785714285714285,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:10.000,-0.128,0.845333333333333,-0.170666666666667,27.9146,5.0732,-13.0122,B,bench,heavy,30.0,0.09013880974059976,0.750536284204468,0.2689310689310686,0.6467471519350934,0.4583439396069283,0.4958424841132074,0.10714285714285714,0.75,0.25,0.6785714285714285,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:10.200,-0.1915,0.918,-0.2545,-1.9026,-4.5244,-0.8412,B,bench,heavy,30.0,0.0901382319798879,0.7733479830481871,0.2186813186813185,0.5735454271385405,0.43555406540049924,0.496462662071619,0.10714285714285714,0.75,0.25,0.6071428571428571,0.4642857142857143,0.4642857142857143
,-0.179666666666667,0.966666666666667,-0.17,-31.3658,-3.0612,20.0366,B,bench,heavy,30.0,0.09013833964658224,0.7886255428242559,0.2693306693306691,0.5012127782638711,0.43902849066711236,0.4975264983529539,0.10714285714285714,0.8214285714285714,0.25,0.5357142857142857,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:10.600,-0.22,1.557,-0.1955,11.3416,-5.061,-12.4998,B,bench,heavy,30.0,0.09013797266996212,0.9739444357243761,0.25404595404595387,0.6060601596939281,0.4342798878457803,0.49586859365111635,0.10714285714285714,0.9642857142857142,0.25,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:10.800,-0.182,0.927666666666667,-0.172,19.9268,0.2682,-15.756,B,bench,heavy,30.0,0.09013831841652983,0.7763825668393242,0.26813186813186796,0.6271369693113089,0.44693428036275357,0.49570267273515384,0.10714285714285714,0.75,0.25,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:11.000,-0.2195,0.904,-0.244,6.939,-2.6586,3.0246,B,bench,heavy,30.0,0.09013797721925908,0.7689530685920577,0.2249750249750248,0.5952517030451046,0.4399844800139812,0.49665964538865365,0.10714285714285714,0.75,0.25,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:11.200,-0.225,0.941666666666667,-0.246333333333333,-8.6586,-5.1706,7.6586,B,bench,heavy,30.0,0.09013792717699269,0.7807774812954534,0.22357642357642363,0.5569593341209027,0.43401963838622537,0.49689577263039875,0.10714285714285714,0.75,0.25,0.5357142857142857,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:11.400,-0.193,0.986,-0.235,-26.0,-10.4634,20.7926,B,bench,heavy,30.0,0.09013821833199709,0.7946947104065296,0.2303696303696302,0.5143859070255705,0.42145167908392184,0.497565020622,0.10714285714285714,0.8214285714285714,0.25,0.5357142857142857,0.3928571428571428,0.4642857142857143
2019-01-11 15:08:11.600,-0.109333333333333,0.888666666666667,-0.031666666666667,-41.9512,-4.9878,27.1826,B,bench,heavy,30.0,0.09013897958101899,0.7641395908543923,0.3522477522477519,0.4752254441861767,0.4344537040906656,0.49789062551512714,0.10714285714285714,0.75,0.3214285714285714,0.4642857142857143,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:11.800,-0.0105,0.618,-0.0525,15.4878,-6.939,-4.9876,B,bench,heavy,30.0,0.09013987882538153,0.6791712447025584,0.3397602397602396,0.6162391500535684,0.42982050385815074,0.49625138067430097,0.10714285714285714,0.6785714285714285,0.3214285714285714,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:12.000,-0.069333333333333,1.09,-0.009333333333333,2.1832,0.1464,1.6464,B,bench,heavy,30.0,0.0901393435247745,0.8273426463663476,0.3656343656343657,0.5835761344877805,0.44664506152905104,0.4965894186807181,0.10714285714285714,0.8214285714285714,0.3928571428571428,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:12.200,-0.06,0.9235,-0.0235,1.7316,0.0976,0.7926,B,bench,heavy,30.0,0.09013942844498411,0.7750745565845236,0.357142857142857,0.582467448933197,0.4465291840324609,0.49654591297527967,0.10714285714285714,0.75,0.3214285714285714,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:12.400,-0.044666666666667,0.975,-0.024333333333333,3.3172,0.4146,4.5608,B,bench,heavy,30.0,0.09013956795675704,0.7912415633338565,0.3566433566433567,0.5863601234578812,0.44728191285252406,0.49673792304699815,0.10714285714285714,0.8214285714285714,0.3214285714285714,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:12.600,-0.038,0.9765,-0.0495,1.5854,-1.9148,-0.2072,B,bench,heavy,30.0,0.09013962861404963,0.7917124470255847,0.3415584415584414,0.5821085254874927,0.44175066202143537,0.49649496778402,0.10714285714285714,0.8214285714285714,0.3214285714285714,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:12.800,-0.041666666666667,0.979,-0.048,2.4026,-1.5976,-1.1708,B,bench,heavy,30.0,0.09013959525253872,0.792497253178465,0.3424575424575423,0.5841147651580099,0.4425038657492715,0.4964458671776011,0.10714285714285714,0.8214285714285714,0.3214285714285714,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:13.000,-0.051,0.9675,-0.048,0.2928,-3.8294,-0.3416,B,bench,heavy,30.0,0.0901395103323291,0.7888871448752157,0.3424575424575423,0.5789351708642543,0.4372043699113632,0.49648811938063414,0.10714285714285714,0.8214285714285714,0.3214285714285714,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:13.200,-0.058666666666667,0.969333333333333,-0.052333333333333,2.5976,-3.6708,-0.6952,B,bench,heavy,30.0,0.09013944057644263,0.7894626693873279,0.3398601398601399,0.5845934934200642,0.43758097177528116,0.4964701015574401,0.10714285714285714,0.8214285714285714,0.3214285714285714,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:13.400,-0.055,0.872,-0.07,11.9756,8.5488,-11.561,B,bench,heavy,30.0,0.09013947393795355,0.7589075498351906,0.32927072927072915,0.607616640299787,0.46659688688456696,0.49591643056405343,0.10714285714285714,0.75,0.3214285714285714,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:13.600,-0.100333333333333,0.781,-0.134666666666667,26.7804,14.4754,-33.2684,B,bench,heavy,30.0,0.09013906146836398,0.7303406058703501,0.29050949050949015,0.6439626719616467,0.4806698289192239,0.49481032169753253,0.10714285714285714,0.75,0.3214285714285714,0.6785714285714285,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:13.800,-0.2,0.9005,-0.2045,21.439,-6.3048,-4.0976,B,bench,heavy,30.0,0.09013815464183987,0.7678543399780254,0.24865134865134847,0.6308494456081224,0.4313264364060499,0.4962967309645801,0.10714285714285714,0.75,0.25,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:14.000,-0.247,0.917,-0.206,-31.8414,-4.7318,5.9514,B,bench,heavy,30.0,0.09013772700792717,0.773034060587035,0.2477522477522476,0.5000451723078041,0.435061586039991,0.4968087816016747,0.10714285714285714,0.75,0.25,0.5357142857142857,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:14.200,-0.269,1.2325,-0.1185,-27.1708,-11.7682,11.0122,B,bench,heavy,30.0,0.09013752683886164,0.8720765970805211,0.3001998001998001,0.5115115734398614,0.41835338077345374,0.49706665660060073,0.10714285714285714,0.8928571428571428,0.3214285714285714,0.5357142857142857,0.3928571428571428,0.4642857142857143
2019-01-11 15:08:14.400,-0.245666666666667,1.18466666666667,-0.077333333333333,32.7318,0.805,-10.5852,B,bench,heavy,30.0,0.09013773913938569,0.8570606393554135,0.3248751248751249,0.6585734585195464,0.4482089328252453,0.49596615282613693,0.10714285714285714,0.8214285714285714,0.3214285714285714,0.6785714285714285,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:14.600,-0.1795,0.8615,-0.124,20.7562,-5.7806,-2.4024,B,bench,heavy,30.0,0.09013834116301456,0.7556113639930937,0.29690309690309674,0.6291731601859135,0.43257116967884834,0.49638311052871603,0.10714285714285714,0.75,0.3214285714285714,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:14.800,-0.206333333333333,0.929666666666667,-0.232333333333333,3.8416,-3.7682,-6.256,B,bench,heavy,30.0,0.09013809701741192,0.7770104117616282,0.23196803196803198,0.5876475342302983,0.43734969168987375,0.496186748867346,0.10714285714285714,0.75,0.25,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:15.000,-0.2615,0.9275,-0.2115,7.4998,-1.7076,2.0608,B,bench,heavy,30.0,0.0901375950783158,0.776330246429132,0.24445554445554427,0.5966284764264383,0.44224266647417065,0.4966105345911581,0.10714285714285714,0.75,0.25,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:15.200,-0.27,0.957,-0.255666666666667,-6.2072,-4.878,15.8902,B,bench,heavy,30.0,0.09013751774026775,0.7855909590331187,0.2179820179820176,0.5629775621291083,0.4347144284579934,0.49731521695563585,0.10714285714285714,0.75,0.25,0.5357142857142857,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:15.400,-0.1985,0.995,-0.22,-29.305,-3.1586,27.0976,B,bench,heavy,30.0,0.0901381682897307,0.7975200125568984,0.2393606393606392,0.5062720767379308,0.438797210581705,0.49788629430762854,0.10714285714285714,0.8214285714285714,0.25,0.5357142857142857,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:15.600,-0.088,0.789,-0.096666666666667,-37.9024,-1.1344,20.7562,B,bench,heavy,30.0,0.09013917368435526,0.7328519855595668,0.3132867132867129,0.48516531591646267,0.4436037521513322,0.49756316584608296,0.10714285714285714,0.75,0.3214285714285714,0.4642857142857143,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:15.800,-0.0165,0.854,-0.0095,16.2926,-3.5488,2.1708,B,bench,heavy,30.0,0.09013982423381821,0.753256945534453,0.3655344655344654,0.6182149475166524,0.43787066551675663,0.4966161396832151,0.10714285714285714,0.75,0.3928571428571428,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:16.000,-0.031333333333333,0.992666666666667,-0.064666666666667,-1.7072,1.0732,-1.0364,B,bench,heavy,30.0,0.09013968927134222,0.7967875268142103,0.33246753246753213,0.5740251374072863,0.44884578414871834,0.496452715580987,0.10714285714285714,0.8214285714285714,0.3214285714285714,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:16.200,-0.05,0.993,-0.0165,-0.4512,-2.6586,2.2194,B,bench,heavy,30.0,0.09013951943092298,0.7968921676345941,0.3613386613386612,0.5771086384182622,0.4399844800139812,0.49661861611479663,0.10714285714285714,0.8214285714285714,0.3928571428571428,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:16.400,-0.037,0.983333333333333,-0.015333333333333,-4.8048,-0.3902,-1.3782,B,bench,heavy,30.0,0.09013963771264351,0.7938575838434572,0.3620379620379621,0.5664204775891343,0.44537088397433217,0.4964352990313046,0.10714285714285714,0.8214285714285714,0.3928571428571428,0.5357142857142857,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:16.600,-0.026,0.948,-0.001,9.0242,-0.988,-2.061,B,bench,heavy,30.0,0.09013973779717628,0.7827656568827499,0.37062937062937046,0.6003709039273394,0.4439513846411027,0.4964005066962456,0.10714285714285714,0.75,0.3928571428571428,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:16.800,-0.055666666666667,0.991666666666667,-0.040333333333333,0.7804,-4.683,3.6098,B,bench,heavy,30.0,0.09013946787222428,0.7964736043530583,0.3470529470529471,0.5801322370210631,0.4351774635365812,0.4966894644783967,0.10714285714285714,0.8214285714285714,0.3214285714285714,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:17.000,-0.0475,0.955,-0.0455,4.5242,-2.9756,-2.7682,B,bench,heavy,30.0,0.09013954217740769,0.7849631141108147,0.3439560439560438,0.5893233286491615,0.43923175119391805,0.49636447104985754,0.10714285714285714,0.75,0.3214285714285714,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:17.200,-0.056,0.982666666666667,-0.046333333333333,-2.0122,0.5,-0.5366,B,bench,heavy,30.0,0.09013946483935965,0.7936483022026894,0.3434565434565435,0.5732763573050986,0.4474846984715568,0.4964781830810786,0.10714285714285714,0.8214285714285714,0.3214285714285714,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:17.400,-0.0635,0.934,-0.049,7.8658,3.3414,-3.5246,B,bench,heavy,30.0,0.0901393965999055,0.7783707424266206,0.3418581418581417,0.5975270125490635,0.45423171320129624,0.4963259283986585,0.10714285714285714,0.75,0.3214285714285714,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:17.600,-0.069666666666667,0.758,-0.096,27.1708,8.561,-27.549,B,bench,heavy,30.0,0.09013934049190986,0.7231203892638518,0.31368631368631356,0.6449211104924468,0.46662585625871456,0.4951017559112651,0.10714285714285714,0.75,0.3214285714285714,0.6785714285714285,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:17.800,-0.1585,0.88,-0.192,21.5976,,-15.317,B,bench,heavy,30.0,0.0901385322334862,0.7614189295244074,0.256143856143856,0.6312388112612599,,0.4957250421479994,0.10714285714285714,0.75,0.25,0.6071428571428571,0.9642857142857142,0.4642857142857143
2019-01-11 15:08:18.000,-0.211,0.931333333333333,-0.216666666666667,-6.6952,-5.122,11.0974,B,bench,heavy,30.0,0.09013805455730711,0.7775336158635482,0.241358641358641,0.5617795139656082,0.43413504097504263,0.49707099799917587,0.10714285714285714,0.75,0.25,0.5357142857142857,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:18.200,-0.207,1.0265,-0.087,-44.4024,-12.3048,7.6218,B,bench,heavy,30.0,0.09013809095168265,0.8074085700831894,0.31908091908091896,0.46920770718131677,0.4170792032187349,0.4968938974723288,0.10714285714285714,0.8214285714285714,0.3214285714285714,0.4642857142857143,0.3928571428571428,0.4642857142857143
2019-01-11 15:08:18.400,-0.278,1.39333333333333,-0.085333333333333,26.2194,5.9266,-20.8172,B,bench,heavy,30.0,0.09013744495151665,0.9225657929158154,0.3200799200799201,0.6425854075769672,0.4603703710739374,0.4954447773540748,0.10714285714285714,0.8928571428571428,0.3214285714285714,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:18.600,-0.225,0.8245,-0.1185,14.7196,-16.5122,-11.0732,B,bench,heavy,30.0,0.09013792717699269,0.7439962329304661,0.3001998001998001,0.6143532062027471,0.40708856840001667,0.4959412865995569,0.10714285714285714,0.75,0.3214285714285714,0.6071428571428571,0.3928571428571428,0.4642857142857143
2019-01-11 15:08:18.800,-0.268333333333333,0.893666666666667,-0.168666666666667,-3.3048,2.3538,-6.3416,B,bench,heavy,30.0,0.0901375329045909,0.7657092031601528,0.2701298701298698,0.5701030026818603,0.45188661861866425,0.49618238708661805,0.10714285714285714,0.75,0.25,0.5357142857142857,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:19.000,-0.2695,0.92,-0.1665,12.317,3.9268,19.8904,B,bench,heavy,30.0,0.0901375222895647,0.7739758279704912,0.27142857142857124,0.6084547830108915,0.4556217682526053,0.49751904867605645,0.10714285714285714,0.75,0.25,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:19.200,-0.256333333333333,0.965333333333333,-0.188666666666667,-6.4876,-1.1218,6.3902,B,bench,heavy,30.0,0.09013764208771756,0.7882069795427196,0.2581418581418578,0.5622891754384415,0.44363367134102555,0.4968311408234437,0.10714285714285714,0.8214285714285714,0.25,0.5357142857142857,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:19.400,-0.191,1.0315,-0.174,-18.5854,-13.1586,29.0244,B,bench,heavy,30.0,0.09013823652918486,0.8089781823889498,0.2669330669330668,0.5325888740605879,0.41505182193617995,0.4979844751383136,0.10714285714285714,0.8214285714285714,0.25,0.5357142857142857,0.3928571428571428,0.4642857142857143
2019-01-11 15:08:19.600,-0.088666666666667,0.787666666666667,-0.096333333333333,-30.0122,6.0732,22.0246,B,bench,heavy,30.0,0.090139167618626,0.7324334222780308,0.3134865134865135,0.504535888907547,0.46071847847148084,0.497627797653038,0.10714285714285714,0.75,0.3214285714285714,0.5357142857142857,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:19.800,-0.019,0.865,-0.015,20.1832,-2.7318,9881.0852,B,bench,heavy,30.0,0.09013980148733348,0.756710092607126,0.36223776223776205,0.6277664356004922,0.43981066376909606,1.0,0.10714285714285714,0.75,0.3928571428571428,0.6071428571428571,0.4642857142857143,0.9642857142857142
2019-01-11 15:08:20.000,-0.062333333333333,1.01366666666667,-0.059666666666667,-4.1096,-0.1096,0.5122,B,bench,heavy,30.0,0.0901394072149317,0.8033798984984053,0.33546453546453514,0.5681272052187764,0.4460371795797256,0.49653162508607257,0.10714285714285714,0.8214285714285714,0.3214285714285714,0.5357142857142857,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:20.200,-0.054,0.9815,-0.078,3.8536,-3.9756,4.634,B,bench,heavy,30.0,0.09013948303654742,0.7932820593313451,0.32447552447552436,0.58767699443104,0.4368572123293656,0.4967416529809852,0.10714285714285714,0.8214285714285714,0.3214285714285714,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:20.400,-0.038666666666667,0.956333333333333,-0.059,-1.3048,-1.6464,0.1952,B,bench,heavy,30.0,0.09013962254832036,0.7853816773923505,0.33586413586413566,0.5750130361388283,0.4423879882526813,0.4965154722298721,0.10714285714285714,0.75,0.3214285714285714,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:20.600,-0.0375,0.9875,-0.0515,1.8046,-2.7928,-0.061,B,bench,heavy,30.0,0.09013963316334657,0.7951655940982578,0.3403596403596402,0.5826466651543764,0.4396658168983583,0.4965024174609176,0.10714285714285714,0.8214285714285714,0.3214285714285714,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:20.800,-0.044,0.968666666666667,-0.062666666666667,3.4144,-2.9632,-0.8536,B,bench,heavy,30.0,0.0901395740224863,0.7892533877465601,0.3336663336663333,0.5865987510838899,0.4392611954758386,0.49646203022487806,0.10714285714285714,0.8214285714285714,0.3214285714285714,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:21.000,-0.045,0.9815,-0.0525,-0.1218,-3.4512,1.866,B,bench,heavy,30.0,0.09013956492389241,0.7932820593313451,0.3397602397602396,0.5779173209286248,0.4381024205099369,0.4966006084826791,0.10714285714285714,0.8214285714285714,0.3214285714285714,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:21.200,-0.045333333333333,0.958666666666667,-0.062,0.2074,-3.4512,-0.7072,B,bench,heavy,30.0,0.09013956189102779,0.7861141631350391,0.33406593406593393,0.5787255124356417,0.4381024205099369,0.496469490092852,0.10714285714285714,0.8214285714285714,0.3214285714285714,0.6071428571428571,0.4642857142857143,0.4642857142857143
2019-01-11 15:08:21.400,-0.051,0.979,-0.0605,1.5732,-2.0366,0.317,B,bench,heavy,30.0,0.0901395103323291,0.792497253178465,0.3349650349650348,0.5820785742834051,0.44146144318773295,0.49652167859544055,0.10714285714285714,0.8214285714285714,0.3214285714285714,0.6071428571428571,0.4642857142857143,0.4642857142857143
